label	Prevalence	TotalAbundance	min_rel_ab	max_rel_ab	domain	phylum	class	order	family	genus	species	relAbundance	pass_filters	relprev
Flavobacterium	67	18232	0	0.11524154161500114	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	NA	0.0029489035180296046	T	0.6568627450980392
Prevotella	67	16513	0	0.03325661139555639	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotella	NA	0.0026708668162145053	T	0.6568627450980392
Psychrobacter	65	16168	0	0.03239884730065131	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Psychrobacter	NA	0.0026150653839130456	T	0.6372549019607843
Atopostipes	65	12843	0	0.03241911223477454	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	NA	0.0020772689711526003	T	0.6372549019607843
Lactococcus	64	78738	0	0.3229188866629726	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Lactococcus	NA	0.012735342540731406	T	0.6274509803921569
Prevotellaceae UCG-004	62	19378	0	0.03315719180070844	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-004	NA	0.003134261319239671	T	0.6078431372549019
Jeotgalicoccus	62	3506	0	0.005960636194635428	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Jeotgalicoccus	NA	5.670719468084573e-4	T	0.6078431372549019
Enterococcus	61	14889	0	0.02824858757062147	Bacteria	Firmicutes	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	NA	0.0024081957261925615	T	0.5980392156862745
Jeotgalibaca	60	38039	0	0.09296892501680161	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Jeotgalibaca	NA	0.006152552705261525	T	0.5882352941176471
Turicibacter	57	13823	0	0.029584028044974564	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Turicibacter	NA	0.0022357773875451526	T	0.5588235294117647
Ruminobacter	57	8702	0	0.019773616545556177	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Ruminobacter	NA	0.0014074900402530506	T	0.5588235294117647
Sphingobacterium	54	7590	0	0.014332500506448782	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Sphingobacterium	NA	0.0012276315106321137	T	0.5294117647058824
Alloprevotella	53	8273	0	0.0229461224106346	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Alloprevotella	NA	0.0013381021722608008	T	0.5196078431372549
Pedobacter	53	4453	0	0.016055654160801354	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	NA	7.202428348939134e-4	T	0.5196078431372549
Aerococcus	50	3958	0	0.005554779206260481	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerococcus	NA	6.401799102874712e-4	T	0.49019607843137253
Prevotellaceae UCG-003	48	15845	0	0.02858499525166192	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-003	NA	0.0025628223038163165	T	0.47058823529411764
Treponema	48	5315	0	0.013416646379398956	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	NA	8.596655440065461e-4	T	0.47058823529411764
Stenotrophomonas	47	11696	0	0.02385373759200486	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Stenotrophomonas	NA	0.001891749426660501	T	0.46078431372549017
dgA-11 gut group	47	6230	0	0.014115001873672815	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	dgA-11 gut group	NA	0.0010076606470669392	T	0.46078431372549017
Alloiococcus	47	5420	0	0.017257121986851715	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alloiococcus	NA	8.766485886200338e-4	T	0.46078431372549017
Mailhella	46	5200	0	0.011410487195865513	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Mailhella	NA	8.410650665727262e-4	T	0.45098039215686275
Solibacillus	44	14293	0	0.0407909329438178	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Solibacillus	NA	0.0023117967301007646	T	0.43137254901960786
Facklamia	41	2409	0	0.010164347477523908	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Facklamia	NA	3.896395664180187e-4	T	0.4019607843137255
Porphyromonas	38	2561	0	0.022916362574806597	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Porphyromonadaceae	Porphyromonas	NA	4.1422454528706765e-4	T	0.37254901960784315
Veillonella	37	11808	0	0.1144837621001152	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Veillonella	NA	0.0019098646742482213	T	0.3627450980392157
Lacticigenium	35	1768	0	0.008288795724389541	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Lacticigenium	NA	2.859621226347269e-4	T	0.3431372549019608
Taibaiella	33	3618	0	0.0077956989247311825	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Taibaiella	NA	5.851871943961776e-4	T	0.3235294117647059
p-1088-a5 gut group	33	2873	0	0.00922236423326567	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	p-1088-a5 gut group	NA	4.646884492814312e-4	T	0.3235294117647059
Leuconostoc	32	4366	0	0.015360983102918587	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Leuconostoc	NA	7.061711693570235e-4	T	0.3137254901960784
Pediococcus	32	2468	0	0.005374790498757441	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Pediococcus	NA	3.991824200579785e-4	T	0.3137254901960784
Erysipelatoclostridium	32	1722	0	0.006159068865179438	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridium	NA	2.785219316611989e-4	T	0.3137254901960784
Parasutterella	32	1679	0	0.005038098013906816	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Parasutterella	NA	2.7156697053377064e-4	T	0.3137254901960784
Erysipelothrix	31	5471	0	0.025154414823823086	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	NA	8.848974960037278e-4	T	0.30392156862745096
GWE2-31-10	29	2638	0	0.006774295663184552	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	GWE2-31-10	NA	4.2667877800362533e-4	T	0.28431372549019607
Oligella	28	3348	0	0.019418066715364012	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Oligella	NA	5.415165082472091e-4	T	0.27450980392156865
[Anaerorhabdus] furcosa group	27	2181	0	0.005975662755323772	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Anaerorhabdus] furcosa group	NA	3.5276209811444534e-4	T	0.2647058823529412
Caryophanon	26	7303	0	0.04215296481552734	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Caryophanon	NA	0.0011812111886885805	T	0.2549019607843137
Escherichia/Shigella	25	5857	0	0.03598102306355395	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Escherichia/Shigella	NA	9.473304028685494e-4	T	0.24509803921568626
Anaerovibrio	25	1462	0	0.004123002920460402	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Anaerovibrio	NA	2.3646867833256263e-4	F	0.24509803921568626
Prevotellaceae UCG-001	24	3164	0	0.012545285786999611	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Prevotellaceae	Prevotellaceae UCG-001	NA	5.117557443530972e-4	T	0.23529411764705882
Achromobacter	24	1226	0	0.004420353628290263	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Achromobacter	NA	1.9829726377272353e-4	F	0.23529411764705882
Proteiniphilum	23	1062	0	0.010560675883256529	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Proteiniphilum	NA	1.7177136551927599e-4	T	0.22549019607843138
Massilia	22	4865	0	0.02513413713609564	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	NA	7.868810670915986e-4	T	0.21568627450980393
Alkanindiges	20	2836	0	0.012627476782144393	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges	NA	4.587039478462022e-4	T	0.19607843137254902
Fermentimonas	20	1335	0	0.018394777265745007	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Fermentimonas	NA	2.1592728151434412e-4	T	0.19607843137254902
Alkalibacterium	20	454	0	0.002919281856663261	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Alkalibacterium	NA	7.343145004308033e-5	F	0.19607843137254902
Comamonas	19	2066	0	0.010522923439076336	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	NA	3.341616206806254e-4	T	0.18627450980392157
Myroides	19	1463	0	0.004679596418621007	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Myroides	NA	2.3663042161459585e-4	F	0.18627450980392157
Serratia	18	16369	0	0.10630407911001236	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	NA	0.0026475757836017222	T	0.17647058823529413
Acidovorax	18	3228	0	0.023946306467884766	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	NA	5.221073144032231e-4	T	0.17647058823529413
Haemophilus	18	1190	0	0.007358414934432801	Bacteria	Proteobacteria	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Haemophilus	NA	1.924745056195277e-4	T	0.17647058823529413
Trichococcus	18	812	0	0.003754546521177989	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	NA	1.3133554501097185e-4	F	0.17647058823529413
Marinospirillum	17	1283	0	0.007232694338656511	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Marinospirillum	NA	2.0751663084861687e-4	T	0.16666666666666666
Carnobacterium	17	1128	0	0.013748079877112135	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	NA	1.824464221334683e-4	T	0.16666666666666666
Ignavigranum	17	927	0	0.005161474590448212	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Ignavigranum	NA	1.4993602244479175e-4	T	0.16666666666666666
Asinibacterium	17	630	0	0.0034392500608716823	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Asinibacterium	NA	1.0189826768092643e-4	F	0.16666666666666666
Acholeplasma	17	532	0	0.002722380500158278	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	NA	8.604742604167122e-5	F	0.16666666666666666
Hymenobacter	16	1815	0	0.04466537342386033	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Hymenobacteraceae	Hymenobacter	NA	2.9356405689028806e-4	T	0.1568627450980392
Loigolactobacillus	16	1721	0	0.004808862916971025	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Loigolactobacillus	NA	2.7836018837916574e-4	F	0.1568627450980392
Moheibacter	16	861	0	0.004896260481057593	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Moheibacter	NA	1.3926096583059946e-4	F	0.1568627450980392
Yersinia	15	6959	0	0.031956918090350464	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Yersinia	NA	0.001125571499669154	T	0.14705882352941177
Aquabacterium	15	2870	0	0.022255843219320448	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquabacterium	NA	4.6420321943533156e-4	T	0.14705882352941177
Succiniclasticum	15	1877	0	0.007518497891638157	Bacteria	Firmicutes	Negativicutes	Acidaminococcales	Acidaminococcaceae	Succiniclasticum	NA	3.035921403763475e-4	T	0.14705882352941177
Gemella	15	571	0	0.0018288935194207504	Bacteria	Firmicutes	Bacilli	Staphylococcales	Gemellaceae	Gemella	NA	9.235541404096667e-5	F	0.14705882352941177
Parabacteroides	15	455	0	0.0017338033866959486	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	NA	7.359319332511354e-5	F	0.14705882352941177
Delftia	14	2106	0	0.01210412586940374	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Delftia	NA	3.406313519619541e-4	T	0.13725490196078433
Lysobacter	14	706	0	0.003925392539253925	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	NA	1.141907571154509e-4	F	0.13725490196078433
Bergeyella	13	4718	0	0.02960938389705045	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Bergeyella	NA	7.631048046327158e-4	T	0.12745098039215685
Luteimonas	13	856	0	0.003959602034934717	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Luteimonas	NA	1.3845224942043337e-4	F	0.12745098039215685
Bacillus	13	352	0	0.0022781718258255436	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	NA	5.693363527569223e-5	F	0.12745098039215685
UCG-005	13	108	0	4.70266341755376e-4	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-005	NA	1.746827445958739e-5	F	0.12745098039215685
Hafnia-Obesumbacterium	12	4646	0	0.016786622888081932	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Hafniaceae	Hafnia-Obesumbacterium	NA	7.514592883263242e-4	T	0.11764705882352941
Lysinibacillus	12	895	0	0.004321408844266823	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Lysinibacillus	NA	1.4476023741972883e-4	F	0.11764705882352941
Aeromonas	11	11733	0	0.07570895727058308	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	NA	0.00189773392809573	T	0.10784313725490197
Pseudoxanthomonas	11	1873	0	0.020219146190247235	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Pseudoxanthomonas	NA	3.029451672482146e-4	T	0.10784313725490197
Marinobacter	11	1384	0	0.010337838823031947	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	NA	2.2385270233397174e-4	T	0.10784313725490197
Planococcus	11	1277	0	0.014789418843064098	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planococcus	NA	2.0654617115641757e-4	T	0.10784313725490197
EMP-G18	11	398	0	0.0027448484366298033	Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	EMP-G18	NA	6.43738262492202e-5	F	0.10784313725490197
Weeksella	11	341	0	0.0028610748949732	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Weeksella	NA	5.515445917332685e-5	F	0.10784313725490197
Dielma	11	323	0	0.0024105645612073783	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Dielma	NA	5.2243080096728953e-5	F	0.10784313725490197
Nubsella	10	819	0	0.0053008305760010805	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella	NA	1.3246774798520436e-4	T	0.09803921568627451
Dyadobacter	10	428	0	0.0028252825282528253	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Dyadobacter	NA	6.922612471021669e-5	F	0.09803921568627451
Petrimonas	10	416	0	0.004352417832111883	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Dysgonomonadaceae	Petrimonas	NA	6.728520532581809e-5	F	0.09803921568627451
Erysipelotrichaceae  UCG-009	10	315	0	0.0033466549696201707	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelotrichaceae  UCG-009	NA	5.094913384046322e-5	F	0.09803921568627451
Faecalitalea	10	304	0	0.0010240983134380901	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Faecalitalea	NA	4.9169957738097837e-5	F	0.09803921568627451
Thiopseudomonas	9	1316	0	0.010314771298978086	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Thiopseudomonas	NA	2.12854159155713e-4	T	0.08823529411764706
Selenomonas	9	447	0	0.0030059394466174128	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Selenomonadaceae	Selenomonas	NA	7.229924706884781e-5	F	0.08823529411764706
Cloacibacterium	9	442	0	0.0016198446854801569	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium	NA	7.149053065868172e-5	F	0.08823529411764706
Weissella	9	357	0	0.004451376027553043	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Weissella	NA	5.7742351685858316e-5	F	0.08823529411764706
Desulfovibrio	9	325	0	0.0021651330307698715	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	NA	5.2566566660795386e-5	F	0.08823529411764706
Odoribacter	9	296	0	0.0024348672997321647	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	NA	4.787601148183211e-5	F	0.08823529411764706
Fluviicola	9	284	0	0.003328319518673793	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA	4.593509209743351e-5	F	0.08823529411764706
Aliidiomarina	9	255	0	0.0013252960540378778	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Aliidiomarina	NA	4.124453691847023e-5	F	0.08823529411764706
Brumimicrobium	9	207	0	0.001403403252888254	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Brumimicrobium	NA	3.348085938087583e-5	F	0.08823529411764706
Oceanobacter	9	126	0	5.698005698005698e-4	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Saccharospirillaceae	Oceanobacter	NA	2.037965353618529e-5	F	0.08823529411764706
Ottowia	8	2311	0	0.010888047830618178	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Ottowia	NA	3.737887247787635e-4	T	0.0784313725490196
Faucicola	8	1027	0	0.019326932693269325	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Faucicola	NA	1.6611035064811343e-4	T	0.0784313725490196
Megasphaera	8	943	0	0.0074166885597073745	Bacteria	Firmicutes	Negativicutes	Veillonellales-Selenomonadales	Veillonellaceae	Megasphaera	NA	1.5252391495732323e-4	T	0.0784313725490196
Edaphobaculum	8	864	0	0.012829921299693802	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum	NA	1.3974619567669913e-4	T	0.0784313725490196
Planomicrobium	8	545	0	0.0034935718278367805	Bacteria	Firmicutes	Bacilli	Bacillales	Planococcaceae	Planomicrobium	NA	8.815008870810303e-5	F	0.0784313725490196
Aerosphaera	8	405	0	0.0025218307738632943	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Aerosphaera	NA	6.550602922345271e-5	F	0.0784313725490196
Neisseria	8	274	0	0.0025037909510879147	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Neisseria	NA	4.431765927710134e-5	F	0.0784313725490196
Aequorivita	8	264	0	0.001505729594430756	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aequorivita	NA	4.270022645676918e-5	F	0.0784313725490196
Paludibacter	8	264	0	0.002687214685790138	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Paludibacteraceae	Paludibacter	NA	4.270022645676918e-5	F	0.0784313725490196
Salinicoccus	8	230	0	0.0037221554143045295	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Salinicoccus	NA	3.720095486763981e-5	F	0.0784313725490196
Bavariicoccus	8	202	0	0.0015628773993720075	Bacteria	Firmicutes	Bacilli	Lactobacillales	Aerococcaceae	Bavariicoccus	NA	3.267214297070975e-5	F	0.0784313725490196
Solobacterium	8	184	0	0.0019170159534717484	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Solobacterium	NA	2.976076389411185e-5	F	0.0784313725490196
Pseudoalteromonas	7	2484	0	0.029759561407345845	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA	4.0177031257050997e-4	T	0.06862745098039216
Oceanisphaera	7	744	0	0.004505489698613359	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Oceanisphaera	NA	1.2033700183271312e-4	F	0.06862745098039216
Antarcticibacterium	7	701	0	0.009262092743333946	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Antarcticibacterium	NA	1.1338204070528481e-4	T	0.06862745098039216
Empedobacter	7	501	0	0.004339234420518671	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Empedobacter	NA	8.10333842986415e-5	F	0.06862745098039216
Vagococcus	7	171	0	0.0021750217502175023	Bacteria	Firmicutes	Bacilli	Lactobacillales	Vagococcaceae	Vagococcus	NA	2.7658101227680035e-5	F	0.06862745098039216
Aliicoccus	7	98	0	9.280890965532691e-4	Bacteria	Firmicutes	Bacilli	Staphylococcales	Staphylococcaceae	Aliicoccus	NA	1.5850841639255223e-5	F	0.06862745098039216
Isobaculum	7	19	0	2.0961430967020682e-4	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Isobaculum	NA	3.0731223586311148e-6	F	0.06862745098039216
Thermomonas	6	852	0	0.011286281853379558	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Thermomonas	NA	1.3780527629230052e-4	T	0.058823529411764705
Luteolibacter	6	541	0	0.005556097085485915	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter	NA	8.750311557997016e-5	T	0.058823529411764705
Duganella	6	523	0	0.003774200787481894	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Duganella	NA	8.459173650337226e-5	F	0.058823529411764705
Gelidibacter	6	400	0	0.0063654361827431526	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Gelidibacter	NA	6.469731281328663e-5	T	0.058823529411764705
Succinivibrionaceae UCG-002	6	340	0	0.003068842397238042	Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Succinivibrionaceae	Succinivibrionaceae UCG-002	NA	5.499271589129363e-5	F	0.058823529411764705
Pelomonas	6	328	0	0.0022184128264596146	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Pelomonas	NA	5.305179650689504e-5	F	0.058823529411764705
Rhodoferax	6	328	0	0.004092423583949008	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax	NA	5.305179650689504e-5	F	0.058823529411764705
Ferruginibacter	6	262	0	0.001822000657944682	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	NA	4.2376739892702745e-5	F	0.058823529411764705
Terrimonas	6	236	0	0.0035427790571146596	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Terrimonas	NA	3.817141455983911e-5	F	0.058823529411764705
Enterobacter	6	224	0	0.0016113664387400516	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Enterobacter	NA	3.623049517544051e-5	F	0.058823529411764705
Undibacterium	6	214	0	0.002469376482438184	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Undibacterium	NA	3.461306235510834e-5	F	0.058823529411764705
Alcanivorax	6	210	0	0.001721405541286409	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae1	Alcanivorax	NA	3.396608922697548e-5	F	0.058823529411764705
Methylotenera	6	185	0	0.0017751775177517752	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	Methylotenera	NA	2.9922507176145065e-5	F	0.058823529411764705
